,body,Amir,Ali,Misagh,
8292,"call computer;s play method, send it marbleCount, and",,,,
8293,// reduce marblecount by the amount the computer takes,,,,
8294,// Then you need to check for a winner,,,,
8295,// switch the turn,,,,
8296,"I basically don\'t get how you would call the Computer play method, send it marbleCount or check for the winner. Can someone please give me some hints/help? I am extremely tired and have been working on this for a long time so if I missed something easy sorry. Thanks in advance.",,,,
8297,import java.util.Random;,,,,
8298,import javax.swing.JOptionPane;,,,,
8299," * Represents a game of Nim, where players take turns removing marbles from a pile.",,,,
8300, * The player that takes the last marble wins the game.,,,,
8301,public class Nim,,,,
8302,    public static int COMPUTER = 0;,,,,
8303,    public static int HUMAN = 1;,,,,
8304,    private Player computer;,,,,
8305,    private Player human;,,,,
8306,    private int marbleCount;,,,,
8307,    private int turn;           // whose turn it is,,,,
8308,    private int winner;,,,,
8309,"     * Constructs a Nim game.  There are two players, one is the computer and the other is human.",,,,
8310,     * The player who gets to go first is chosen at random.  The number of marbles in the pile is,,,,
8311,     * generated randomly between 10 and 100.  A message is displayed showing how many marbles the,,,,
8312,     * starts with.  The contructor calls the play() method to start the game.,,,,
8313,    public Nim(),,,,
8314,        Random rand = new Random();,,,,
8315,        // assign values for all instance fields before play() is called,,,,
8316,        computer = new Player(COMPUTER);,,,,
8317,        human = new Player (HUMAN);,,,,
8318,        marbleCount = rand.nextInt(91) + 10;,,,,
8319,        turn = rand.nextInt(2);,,,,
8320,        winner = HUMAN;,,,,
8321,        // JOptionPane - Show number of marbles,,,,
8322,     * The play method continues game play until the pile is reduced to 0.  Whoever takes the last marble,,,,
8323,"     * loses the game.  At the beginning of each play, the number of marbles left is displayed.  The player",,,,
8324,"     * whose turn it is calls the Player play method, sending it the number of marbles left.  When the player",,,,
8325,"     * takes marbles, the marbleCount is decreased.  When the marbles are gone, the winner of the game is",,,,
8326,     * displayed.,,,,
8327,    public void play(),,,,
8328,    // while there are marbles left,,,,
8329,    // if else for turn,,,,
8330,"    // if its the computers turn you are going to call the computer\'s play method,",,,,
8331,    // last method in the player file,,,,
8332,"        // call computer;s play method, send it marbleCount, and",,,,
8333,        // reduce marblecount by the amount the computer takes,,,,
8334,        // Then you need to check for a winner,,,,
8335,        // switch the turn,,,,
8336,    // else human\'s turn,,,,
8337,        //call the human\'s play method - send it marbleCount,,,,
8338,            // reduce marbleCount by the human\'s take,,,,
8339,            // check for a winner,,,,
8340,            // switch the turn,,,,
8341,        while(marbleCount >= 0),,,,
8342,"            JOptionPane.showMessageDialog(null,""There are "" + marbleCount + ""marbles left"");",,,,
8343,            if(turn = 0),,,,
8344,                turn = 1;,,,,
8345,                turn = 0;,,,,
8346,"        // At the end of play (when the loop exits), the winner is displayed",,,,
8347,        if (winner == COMPUTER),,,,
8348,"            JOptionPane.showMessageDialog(null,""Computer wins!"");",,,,
8349,"            JOptionPane.showMessageDialog(null,""Human wins!"");",,,,
8350,end of the first file,,,,
8351,import java.util.Random;,,,,
8352,import javax.swing.JOptionPane;,,,,
8353, * Represents a player in the game of Nim.  The player is either human or computer.,,,,
8354, * Humans are prompted for their plays.,,,,
8355,public class Player,,,,
8356,    public static int COMPUTER = 0;,,,,
8357,    public static int HUMAN = 1;,,,,
8358,    private int type; // computer or human,,,,
8359,"     * Constructs a player of type t.  0 is COMPUTER, 1 is HUMAN.",,,,
8360,"     * If t is not 0 or 1, type will be set to HUMAN.",,,,
8361,     * @param t type of player,,,,
8362,    public Player(int t),,,,
8363,        type = t;,,,,
8364,        if(!(type == 0 || type == 1)),,,,
8365,            type = 1;,,,,
8366,"     * Determines how many marbles are taken, and returns that number.",,,,
8367,     * Human player will be asked how many marbles they want to take.,,,,
8368,"     * If the move is illegal, they will be asked again until they select a legal move.",,,,
8369,     * The computer will take a random number of marbles between 1 and pileSize/2.,,,,
8370,     * @param pileSize the number of marbles in the pile,,,,
8371,     * @return the number of marbles taken by the player,,,,
8372,    public int play(int pileSize),,,,
8373,        Random r = new Random();,,,,
8374,        int numTaken;,,,,
8375,        if(type == COMPUTER),,,,
8376,            if(pileSize == 1),,,,
8377,                numTaken = 1;,,,,
8378,"                JOptionPane.showMessageDialog(null,"" Computer took 1 marble "");",,,,
8379,            numTaken = r.nextInt(pileSize / 2) + 1;  // POSSIBLE ERROR,,,,
8380,            pileSize = pileSize - numTaken;,,,,
8381,"            JOptionPane.showMessageDialog(null,"" Computer took "" + numTaken + ""marbles "");",,,,
8382,                boolean correct;,,,,
8383,"                String numTakenbyhuman = JOptionPane.showInputDialog(""There are "" + pileSize + ""marbles"" + ""How many marbles will you take ?"");",,,,
8384,                numTaken = Integer.parseInt(numTakenbyhuman);,,,,
8385,                pileSize = pileSize - numTaken;,,,,
8386,"                JOptionPane.showMessageDialog(null,"" Computer took "" + pileSize + "" marbles "");",,,,
8387,                if(1 <= numTaken <= pileSize / 2),,,,
8388,                    correct = false;,,,,
8389,                    correct = true;,,,,
8390,"                    JOptionPane.showMessageDialog(null, ""You must take between "" + pilesize/2 + "" 1 marbles"");",,,,
8391,                return numTaken;,,,,
8392,['I can\'t get my head around the following OOP problem in java:,,,,
8393,I have two classes which extend some basic library classes.,,,,
8394,class myMovie extends Movie,,,,
8395,    int posi_x;,,,,
8396,    int posi_y;,,,,
8397,"    myMovie(PApplet parent, String filename, int pposi_x, int pposi_y, float pangle, String player)",,,,
8398,"      super(parent, filename);",,,,
8399,    int getFadeVal(),,,,
8400,    void fadeOut(int pms),,,,
8401,    void fadeIn(int pms),,,,
8402,    void exit(),,,,
8403,class myImage extends PImage,,,,
8404,    // Will get a somehow similar implementation,,,,
8405,"This works as intended. But now I have a ""main loop"" which draws all of these different objects and therefore i want to simply call the methods of these classes without asking of which type the object next in list is.",,,,
8406,For me that means i need some type of head class which contains either a myMovie or a myImage. Something like:,,,,
8407,class AnimationObject,,,,
8408,    var child;,,,,
8409,And then in the main loop just calling ,,,,
8410,AnimationObject[] ani_list;,,,,
8411,foreach(AnimationObject ani in ani_list),,,,
8412,"Of course the problem is that Java doesn\'t know something like ""var"". I Could use Object, but then i\'d have to always cast the type of the object in the main loop.",,,,
8413,"Which is the correct approach to this problem? I can\'t really understand all those Interfaces, Abstract Classes etc. in contrast to my exact problem.",,,,
8414,Which is the preferred and correct way to do this?,,,,
8415,['I am using Spring 4.3 and Servlet 3.1.,,,,
8416,Deployment fails with error ,,,,
8417, javax.servlet.ServletContainerInitializer: Provider org.springframework.web.SpringServletContainerInitializer not a subtype.,,,,
8418,I know that it is some wrong class is loading,,,,
8419,The Spring jars and Servlet 3.1 jars are configured as a module and mentioned in module.xml.,,,,
8420,javax.servlet.ServletContainerInitializer is present in only one jar  jboss-servlet-api_3.1_spec-1.0.0.Final.jar that I have included in module.xml.,,,,
8421,SpringServletContainerInitializer is needed for my application. ,,,,
8422,Let me know if you need me to post more details.,,,,
8423,Any help is appreciated.,,,,
8424,"['I am trying to write an interface method, which will take an argument from a class which extends the common Payload.",,,,
8425,public String buildRequest(<T> extends RestServicePayLoad payLoad);,,,,
8426,purpose is so that any class that implements RestServicePayLoad can take an argument of that type and return a String.,,,,
8427,Looks like my generics format is wrong. Please let me know what is the proper format.,,,,
8428,"['We are carrying out a ""Maintainer"" program in the classroom to manage a database using MySQL and Java NetBeans. We are just fine, but we want to know how to create some sort of event to toggle ""Update Button"" disabled while inserting/modifying info into database via textbox/clicked.",,,,
8429,"When executing the project, we can modify data directly to the Database at MySQL by writing/modifying into table\'s selected/clicked text box; after modification is done, we need to press ENTER so modifications gets written, then we press the Modificar button to make the update effective.",,,,
8430,"What we want to know is how we can toggle the Modificar button unclickable while editing on textbox active. Because if we don\'t press ENTER first after modification is done, clicking on Update button while textbox is active/editying throws an error due to data isn\'t effective yet.",,,,
8431,"Here we can edit information by clicking on text box (*red frame), while doing that (while textbox clicked and editing info) we want that ""Update Button"" gets Disabled/Unclickable (green circle).",,,,
8432,,,,,
8433,"So far here is our code to the event, but is not what we want:",,,,
8434,"(where ""btnactualizar"" its Update Button and ""tabla_cliente"" is the table that contains the textbox)",,,,
8435,    private void tabla_clienteKeyPressed(java.awt.event.KeyEvent evt) {                                         ,,,,
8436,    if (evt.getKeyCode() == KeyEvent.VK_ENTER){,,,,
8437,This is the Update Button:,,,,
8438,private void btnactualizarActionPerformed(java.awt.event.ActionEvent evt) {                                              ,,,,
8439,"    String Rut = String.valueOf(tabla_cliente.getValueAt(tabla_cliente.getSelectedRow(), 0));",,,,
8440,"    String Nombre = String.valueOf(tabla_cliente.getValueAt(tabla_cliente.getSelectedRow(), 1));",,,,
8441,"    String Apellido = String.valueOf(tabla_cliente.getValueAt(tabla_cliente.getSelectedRow(), 2));",,,,
8442,"    String Patente = String.valueOf(tabla_cliente.getValueAt(tabla_cliente.getSelectedRow(), 3));",,,,
8443,"    int conf = JOptionPane.showConfirmDialog(null, ""Estas seguro de actualizar? "", ""mensaje"", JOptionPane.YES_NO_OPTION, JOptionPane.YES_NO_OPTION);",,,,
8444,    if (conf == JOptionPane.OK_OPTION) {,,,,
8445,"        exeCliente.actualizar_Cliente(Rut, Nombre, Apellido, Patente);",,,,
8446,This is the Update Method:,,,,
8447,"public void actualizar_Cliente(String run,String nombre, String apellido, String patente)",,,,
8448,"        String SQL = ""UPDATE CLIENTE SET Nombre=\'""+nombre+""\', Apellido=\'""+apellido+""\', Patente=\'""+patente+""\' WHERE Rut=\'""+run+""\';"";",,,,
8449,"        JOptionPane.showMessageDialog(null,""Datos Actualizados"");",,,,
8450,    catch(Exception e),,,,
8451,"        JOptionPane.showMessageDialog(null,""Error:"" +e.getMessage(),""Error"",JOptionPane.ERROR_MESSAGE);",,,,
8452,Thank you in advance for any answers you can give us.,,,,
8453,"['Since yesterday I\'m searching for a way to change the ""main"" Google profile photo with Google REST Apis. ",,,,
8454,"Nowadays, our application can interact and change the User photo with Google Admin API (https://developers.google.com/admin-sdk/directory/v1/reference/users/photos/update) but as described in https://developers.google.com/admin-sdk/directory/v1/guides/manage-users#update_photo, in this version of the API, a photo is the user\'s latest Gmail Chat profile photo, which is different from the Google+ profile photo. If changed, Google+ profile photo override all other photos in Google products.",,,,
8455,Is there any obscure way to change Google+ Profile Photo with Google\'s REST APIs or any other Google product that override all other products profiles photos?,,,,
8456,Thanks in advance.,,,,
8457,['I have noticed that my application that is published to an Alpha test has a strange behaviour... The shortcut is launching the MainActivity again. Everything is working fine when it\'s installed via generated .apk,,,,
8458,My Android-Manifest:,,,,
8459,"<manifest xmlns:android=""http://schemas.android.com/apk/res/android""",,,,
8460,"                <action android:name=""android.intent.action.MAIN"" />",,,,
8461,"                <category android:name=""android.intent.category.LAUNCHER"" />",,,,
8462,"        <activity android:name="".activities.BaseActivity"" />",,,,
8463,"['I need to implement HTTPS gate, which simply transmit requests to another fixed HTTP(no ssl) URL and return response in from it back to client. What is the simplest way of doing this? I try to use build-in com.sun.net.httpserver.HttpsServer to receive request and java.net.HttpURLConnection to send requests. I think there will be some issues with transport headers(i must skip them?) and maybe some other. Maybe more elegant solution already exist? ",,,,
8464,['I have a problem when using Talend Open Studio for Data Integration 6.0. ,,,,
8465,"My environment is Windows 7 64-bit, Java 1.8. When I create Metadata from a delimited file or an Excel file it always shows an error like this in the preview section:",,,,
8466,錯誤: 找不到或無法載入主要類別 b.shadowfileinputtodelimitedoutput_0_1.ShadowFileInputToDelimitedOutput,,,,
8467,Preview error. Some settings must be changed.,,,,
8468,Note: Preview errors are generally due to a wrong encoding setting.,,,,
8469,and when I try to run the job the same error occurs:,,,,
8470,Starting job ds at 16:21 28/08/2015.,,,,
8471,錯誤: 找不到或無法載入主要類別 b.ds_0_1.ds,,,,
8472,Job ds ended at 16:21 28/08/2015. [exit code=1],,,,
8473,Can anyone help me solve this problem?,,,,
8474,"['I am working on developing an application in which I need to read a HTML file, for which I have decided to use Jsoup. But before diving into the actual application I wished to test a basic programming on extraction of title of a url using Jsoup. This is a stock code I have used just to check if the imported Jsoup libraries are working or not. But even in this code I am getting a error, and I cant proceed to my actual application with this not working. I have attached the code as well as error screenshot.",,,,
